Destination_ID,Destination_Name,State,City,Category,Description,Best_Season,Avoid_Season,Ideal_Duration_Days,Budget_Category,Budget_Per_Person_INR,Hotel_Cost_Per_Night_INR,Food_Cost_Per_Day_INR,Local_Transport_Cost_INR,Family_Friendly,Couple_Friendly,Solo_Friendly,Friends_Friendly,Kids_Friendly,Senior_Citizen_Friendly,Adventure_Level,Nature_Score,Historical_Score,Religious_Score,Shopping_Score,Nightlife_Score,Safety_Score,Cleanliness_Score,Accessibility,Average_Temperature_C,Rainfall_Level,Altitude_Meters,UNESCO_Heritage,Nearest_Airport,Nearest_Railway,Latitude,Longitude,Rating,Number_of_Reviews,Popular_Activities,Nearby_Attractions,Recommended_Months,Languages_Spoken,Famous_For,Suitable_For,Parking_Available,Pet_Friendly,Wheelchair_Accessible,Eco_Tourism,Image_URL
67,Mysuru Palace,Karnataka,Mysuru,Adventure,Popular tourist destination,Winter,Summer,5,Unknown,12000,30000,500.0,1206,Y,Yes,yes,No,NO,Y,5,9,6,3,,,9,6,Moderate,35,Low,1092,yes,Airport,Railway Station,15.942101,89.353027,,24977,"Sightseeing, Photography",Local Market,January to March,"Hindi, English",Tourism,Backpackers,no,Y,Y,Yes,https://example.com/image.jpg
68,Jaipur,Rajasthan,Jaipur,Adventure,Popular tourist destination,Winter,Summer,Five Days,High,999999,3000,,733,Y,NO,yes,N,NO,NO,2,3,5,2,8.0,,5,9,Easy,6,Low,888,No,Airport,Railway Station,15.210301,73.668997,3.3,32181,"Sightseeing, Photography",Local Market,January to March,"Hindi, English",Tourism,Family,yes,NO,NO,YES,https://example.com/image.jpg
69,Manali,Himachal Pradesh,Manali,Lake,Popular tourist destination,Winter,Summer,Five Days,High,999999,1500,,485,Y,no,NO,NO,Y,Y,1,2,10,9,,,1,9,Difficult,26,Medium,913,Yes,Airport,Railway Station,14.015571,69.615004,4.0,29623,"Sightseeing, Photography",Local Market,Jan-Mar,"Hindi, English",Tourism,Solo,No,Yes,No,NO,https://example.com/image.jpg
70,Ooty,Tamil Nadu,Ooty,Lake,Popular tourist destination,Winter,Summer,05 Days,High,999999,3000,200.0,1650,yes,Y,no,yes,no,YES,2,4,2,5,,,1,2,Difficult,36,Low,674,N,Airport,Railway Station,14.37987,88.64796,4.2,17486,"Sightseeing, Photography",Local Market,January to March,"Hindi, English",Tourism,Couple,yes,Yes,no,YES,https://example.com/image.jpg
71,Goa Beaches,Goa,Panaji,Adventure,Popular tourist destination,Winter,Summer,Five Days,High,999999,3000,1000.0,409,No,NO,No,YES,no,yes,3,7,3,10,2.0,9.0,10,5,Moderate,34,High,2277,NO,Airport,Railway Station,22.908756,89.143163,4.9,31624,"Sightseeing, Photography",Local Market,January to March,"Hindi, English",Tourism,Senior Citizens,yes,No,Y,no,https://example.com/image.jpg
72,Amritsar,Punjab,Amritsar,Island,Popular tourist destination,Winter,Summer,5 Days,Medium,5000,100,1000.0,1195,no,yes,Yes,N,No,No,1,10,7,4,,,10,8,Moderate,16,Low,1811,YES,Airport,Railway Station,31.489673,84.653846,2.5,14411,"Sightseeing, Photography",Local Market,Winter,"Hindi, English",Tourism,Solo,N,Yes,no,N,https://example.com/image.jpg
73,Ooty,Tamil Nadu,Ooty,Palace,Popular tourist destination,Winter,Summer,Five Days,Low,12000,100,500.0,530,yes,No,Y,NO,YES,YES,3,10,9,1,,2.0,5,3,NA,11,Low,2298,YES,Airport,Railway Station,29.201775,95.274586,3.3,25398,"Sightseeing, Photography",Local Market,Winter,"Hindi, English",Tourism,Couple,no,NO,Y,NO,https://example.com/image.jpg
74,Manali,Himachal Pradesh,Manali,Hill Station,Popular tourist destination,Winter,Summer,05 Days,Low,12000,3000,200.0,1266,N,YES,no,Y,Y,yes,4,1,10,3,,,5,10,Moderate,32,High,1902,yes,Airport,Railway Station,21.017406,95.671632,2.6,37638,"Sightseeing, Photography",Local Market,,"Hindi, English",Tourism,Senior Citizens,yes,YES,Yes,no,https://example.com/image.jpg
75,Mysuru Palace,Karnataka,Mysuru,Beach,Popular tourist destination,Winter,Summer,5 Days,High,250,3000,1000.0,1580,Yes,No,N,N,YES,yes,2,7,8,9,,7.0,9,8,Easy,29,Low,1482,Yes,Airport,Railway Station,20.625153,71.193277,2.7,11589,"Sightseeing, Photography",Local Market,Winter,"Hindi, English",Tourism,Couple,YES,no,NO,yes,https://example.com/image.jpg
76,Goa Beaches,Goa,Panaji,Fort,Popular tourist destination,Winter,Summer,5 Days,High,999999,3000,1000.0,637,Yes,No,NO,YES,YES,yes,1,6,3,9,,8.0,5,8,NA,18,Medium,1311,N,Airport,Railway Station,23.586943,84.852285,4.9,29820,"Sightseeing, Photography",Local Market,"Nov, Dec","Hindi, English",Tourism,Solo,N,NO,yes,Y,https://example.com/image.jpg
77,Munnar,Kerala,Munnar,Religious,Popular tourist destination,Winter,Summer,Five Days,Luxury,250,100,200.0,385,Yes,yes,no,Yes,Y,N,3,6,4,1,2.0,6.0,8,8,Difficult,38,High,919,Y,,Railway Station,15.373614,83.784751,4.6,22956,"Sightseeing, Photography",Local Market,Winter,"Hindi, English",Tourism,Couple,Yes,Yes,No,no,https://example.com/image.jpg
78,Ooty,Tamil Nadu,Ooty,Palace,Popular tourist destination,Winter,Summer,Five Days,Low,250,100,200.0,1699,Yes,yes,Yes,Yes,yes,N,4,4,3,2,6.0,,2,8,Moderate,24,Low,3373,Yes,Airport,Railway Station,,93.952078,2.7,12750,"Sightseeing, Photography",Local Market,January to March,"Hindi, English",Tourism,Luxury Travelers,NO,no,YES,No,https://example.com/image.jpg
79,Varanasi Ghats,Uttar Pradesh,Varanasi,Wildlife,Popular tourist destination,Winter,Summer,5,Medium,250,3000,200.0,1170,no,yes,yes,N,Y,YES,6,4,3,8,,1.0,1,8,Moderate,27,Medium,652,Yes,Airport,Railway Station,15.706345,75.09168,2.9,19276,"Sightseeing, Photography",Local Market,Jan-Mar,"Hindi, English",Tourism,Friends,no,Yes,No,N,https://example.com/image.jpg
80,Manali,Himachal Pradesh,Manali,Forest,Popular tourist destination,Winter,Summer,5,Luxury,12000,30000,1000.0,280,no,N,No,no,No,N,4,1,7,9,,,2,3,Difficult,21,High,537,NO,Airport,Railway Station,30.243496,77.956715,3.2,32097,"Sightseeing, Photography",Local Market,Apr-Jun,"Hindi, English",Tourism,Senior Citizens,Y,yes,Yes,no,https://example.com/image.jpg
81,Manali,Himachal Pradesh,Manali,Waterfall,Popular tourist destination,Winter,Summer,05 Days,Luxury,12000,3000,1000.0,1351,No,yes,N,yes,NO,no,1,3,3,5,5.0,3.0,4,5,Easy,38,High,44,No,Airport,Railway Station,,86.642181,4.3,37713,"Sightseeing, Photography",Local Market,Apr-Jun,"Hindi, English",Tourism,Senior Citizens,No,NO,Yes,yes,https://example.com/image.jpg
82,Amritsar,Punjab,Amritsar,Waterfall,Popular tourist destination,Winter,Summer,05 Days,Luxury,12000,3000,200.0,1436,N,no,Y,N,YES,No,2,1,10,1,,,2,7,Moderate,18,Medium,2731,N,Airport,Railway Station,17.957008,81.724008,4.5,20781,"Sightseeing, Photography",Local Market,Jan-Mar,"Hindi, English",Tourism,Senior Citizens,YES,no,N,no,https://example.com/image.jpg
83,Amritsar,Punjab,Amritsar,Adventure,Popular tourist destination,Winter,Summer,5,Medium,250,3000,500.0,746,YES,Y,No,N,No,YES,5,1,10,7,10.0,10.0,6,8,NA,5,High,2111,no,Airport,Railway Station,,,4.2,6365,"Sightseeing, Photography",Local Market,January to March,"Hindi, English",Tourism,Other,no,No,no,yes,https://example.com/image.jpg
84,Ooty,Tamil Nadu,Ooty,Fort,Popular tourist destination,Winter,Summer,5,High,999999,3000,,1020,No,Yes,N,Y,YES,Y,1,4,10,9,,6.0,5,4,Moderate,22,Low,767,YES,Airport,Railway Station,10.332259,88.164665,3.2,40159,"Sightseeing, Photography",Local Market,Winter,"Hindi, English",Tourism,Other,N,N,yes,YES,https://example.com/image.jpg
85,Manali,Himachal Pradesh,Manali,Nature,Popular tourist destination,Winter,Summer,5,Unknown,12000,30000,500.0,1708,yes,YES,Y,Yes,no,Yes,6,10,10,5,,1.0,5,1,Easy,7,Low,3146,N,Airport,Railway Station,,94.279514,,46292,"Sightseeing, Photography",Local Market,"Nov, Dec","Hindi, English",Tourism,Friends,Yes,yes,N,no,https://example.com/image.jpg
86,Varanasi Ghats,Uttar Pradesh,Varanasi,Beach,Popular tourist destination,Winter,Summer,5 Days,Luxury,999999,3000,,1233,NO,YES,N,YES,Y,No,2,10,10,7,8.0,,6,6,Moderate,26,Medium,3457,yes,Airport,Railway Station,33.351425,77.619064,4.2,37588,"Sightseeing, Photography",Local Market,,"Hindi, English",Tourism,Luxury Travelers,no,no,No,YES,https://example.com/image.jpg
87,Amritsar,Punjab,Amritsar,Wildlife,Popular tourist destination,Winter,Summer,Five Days,Luxury,5000,3000,,435,no,NO,no,no,no,no,4,2,7,1,,4.0,3,7,NA,11,Medium,1370,NO,Airport,Railway Station,17.495363,88.561221,4.4,46012,"Sightseeing, Photography",Local Market,,"Hindi, English",Tourism,Family,YES,yes,Yes,Yes,https://example.com/image.jpg
88,Amritsar,Punjab,Amritsar,Palace,Popular tourist destination,Winter,Summer,5 Days,Medium,250,100,1000.0,1562,NO,YES,NO,Yes,Y,Y,5,10,8,1,5.0,8.0,3,6,NA,28,High,2492,Yes,Airport,Railway Station,32.847377,,4.0,41853,"Sightseeing, Photography",Local Market,Apr-Jun,"Hindi, English",Tourism,Couple,NO,N,Yes,yes,https://example.com/image.jpg
89,Varanasi Ghats,Uttar Pradesh,Varanasi,Palace,Popular tourist destination,Winter,Summer,5 Days,Unknown,12000,100,200.0,1056,Y,no,Y,NO,No,YES,0,6,7,1,5.0,,10,5,Moderate,11,High,2634,Yes,Airport,Railway Station,26.071536,78.565611,4.4,45663,"Sightseeing, Photography",Local Market,"Nov, Dec","Hindi, English",Tourism,Family,yes,no,Yes,No,https://example.com/image.jpg
90,Goa Beaches,Goa,Panaji,Adventure,Popular tourist destination,Winter,Summer,Five Days,Luxury,5000,3000,200.0,541,NO,N,Yes,Y,No,Y,0,4,7,4,3.0,7.0,10,9,Easy,32,Low,2910,No,Airport,Railway Station,32.917608,68.968481,3.2,24730,"Sightseeing, Photography",Local Market,,"Hindi, English",Tourism,Luxury Travelers,no,no,Y,Yes,https://example.com/image.jpg
91,Varanasi Ghats,Uttar Pradesh,Varanasi,Religious,Popular tourist destination,Winter,Summer,Five Days,Luxury,5000,1500,200.0,1821,NO,N,Yes,YES,YES,yes,3,5,10,5,,1.0,1,8,Difficult,16,Medium,1014,NO,Airport,Railway Station,9.928504,86.114047,3.6,44280,"Sightseeing, Photography",Local Market,"Nov, Dec","Hindi, English",Tourism,Other,yes,Y,Yes,yes,https://example.com/image.jpg
92,Amritsar,Punjab,Amritsar,Forest,Popular tourist destination,Winter,Summer,5 Days,Low,250,3000,,870,YES,No,Yes,Y,N,NO,2,6,9,3,1.0,2.0,9,5,Moderate,10,High,417,N,Airport,Railway Station,24.558268,76.585011,2.8,8242,"Sightseeing, Photography",Local Market,"Nov, Dec","Hindi, English",Tourism,Senior Citizens,Yes,N,N,YES,https://example.com/image.jpg
93,Manali,Himachal Pradesh,Manali,Fort,Popular tourist destination,Winter,Summer,5,Low,5000,30000,1000.0,1222,yes,Yes,No,YES,yes,Yes,5,5,8,10,8.0,,6,4,Difficult,8,High,399,N,Airport,Railway Station,33.048206,86.354072,,8575,"Sightseeing, Photography",Local Market,Jan-Mar,"Hindi, English",Tourism,Couple,Y,YES,NO,YES,https://example.com/image.jpg
94,Munnar,Kerala,Munnar,Lake,Popular tourist destination,Winter,Summer,05 Days,High,999999,30000,1000.0,360,N,Y,Yes,yes,NO,no,5,8,9,8,,6.0,7,4,Easy,17,High,1793,N,Airport,Railway Station,9.803559,95.384702,4.8,33197,"Sightseeing, Photography",Local Market,"Nov, Dec","Hindi, English",Tourism,Couple,no,N,NO,no,https://example.com/image.jpg
95,Amritsar,Punjab,Amritsar,Hill Station,,Winter,Summer,5 Days,High,5000,100,1000.0,1595,yes,N,N,Yes,NO,Y,4,2,1,4,,8.0,6,1,Difficult,16,Low,1935,No,Airport,Railway Station,8.951371,70.518218,2.9,44687,"Sightseeing, Photography",Local Market,,"Hindi, English",Tourism,Luxury Travelers,NO,yes,NO,yes,https://example.com/image.jpg
96,Varanasi Ghats,Uttar Pradesh,Varanasi,Religious,Popular tourist destination,Winter,Summer,5 Days,Low,250,1500,500.0,1978,NO,Y,Yes,No,Yes,No,3,6,1,7,8.0,3.0,3,5,NA,26,Medium,982,YES,Airport,Railway Station,29.568141,96.371933,4.1,8900,"Sightseeing, Photography",Local Market,January to March,"Hindi, English",Tourism,Senior Citizens,YES,YES,NO,YES,https://example.com/image.jpg
97,Amritsar,Punjab,Amritsar,Hill Station,Popular tourist destination,Winter,Summer,Five Days,Unknown,250,1500,1000.0,350,Y,N,no,Y,Yes,N,1,5,6,10,,6.0,8,10,Moderate,12,Medium,1912,No,Airport,Railway Station,8.771239,93.881393,2.9,25273,"Sightseeing, Photography",Local Market,Jan-Mar,"Hindi, English",Tourism,Senior Citizens,N,YES,No,no,https://example.com/image.jpg
98,Munnar,Kerala,Munnar,Adventure,Popular tourist destination,Winter,Summer,5,Unknown,999999,3000,,1731,YES,Yes,no,YES,yes,N,3,4,1,7,9.0,,10,6,Difficult,32,Medium,3318,YES,Airport,Railway Station,16.907725,79.845183,4.5,34736,"Sightseeing, Photography",Local Market,"Nov, Dec","Hindi, English",Tourism,Luxury Travelers,No,No,YES,no,https://example.com/image.jpg
99,Jaipur,Rajasthan,Jaipur,Adventure,Popular tourist destination,Winter,Summer,Five Days,Luxury,5000,1500,500.0,1572,YES,No,yes,Y,Y,No,6,6,9,10,,,3,1,Easy,34,High,1836,no,Airport,Railway Station,8.140192,92.135308,4.1,7423,"Sightseeing, Photography",Local Market,Apr-Jun,"Hindi, English",Tourism,Friends,no,no,NO,Yes,https://example.com/image.jpg
100,Munnar,Kerala,Munnar,Desert,Popular tourist destination,Winter,Summer,5 Days,High,999999,3000,500.0,363,No,NO,NO,yes,no,YES,1,6,2,2,,5.0,5,10,Easy,26,High,554,yes,Airport,Railway Station,30.668155,81.049448,4.3,40810,"Sightseeing, Photography",Local Market,Winter,"Hindi, English",Tourism,Luxury Travelers,YES,No,yes,No,https://example.com/image.jpg
101,Ooty,Tamil Nadu,Ooty,Forest,Popular tourist destination,Winter,Summer,5 Days,Unknown,999999,1500,1000.0,892,no,N,Yes,yes,Y,yes,2,6,7,7,5.0,,9,4,NA,37,Medium,1962,NO,Airport,Railway Station,29.826489,74.545524,,38869,"Sightseeing, Photography",Local Market,Winter,"Hindi, English",Tourism,Backpackers,No,NO,No,no,https://example.com/image.jpg
102,Munnar,Kerala,Munnar,Waterfall,,Winter,Summer,Five Days,Low,5000,30000,,559,No,Yes,NO,no,Yes,NO,6,4,7,1,3.0,1.0,1,3,Difficult,8,Low,1811,Y,Airport,Railway Station,10.364514,93.249199,3.9,32676,"Sightseeing, Photography",Local Market,"Nov, Dec","Hindi, English",Tourism,Other,no,YES,no,N,https://example.com/image.jpg
103,Varanasi Ghats,Uttar Pradesh,Varanasi,National Park,Popular tourist destination,Winter,Summer,5 Days,Medium,250,30000,500.0,700,yes,N,no,N,No,Y,5,7,9,10,4.0,,7,2,Difficult,12,Low,2827,YES,,Railway Station,13.496009,74.707974,4.8,4509,"Sightseeing, Photography",Local Market,Winter,"Hindi, English",Tourism,Family,no,NO,Yes,Yes,https://example.com/image.jpg
104,Amritsar,Punjab,Amritsar,Island,Popular tourist destination,Winter,Summer,05 Days,Medium,250,1500,500.0,1995,NO,no,no,N,No,No,4,7,4,4,8.0,,3,5,Easy,27,Low,3165,no,Airport,Railway Station,28.639588,82.388545,3.6,29394,"Sightseeing, Photography",Local Market,"Nov, Dec","Hindi, English",Tourism,Family,NO,no,Yes,Yes,https://example.com/image.jpg
105,Manali,Himachal Pradesh,Manali,Island,Popular tourist destination,Winter,Summer,5 Days,Unknown,12000,30000,,1367,NO,NO,No,NO,NO,No,5,5,6,7,7.0,,4,2,Moderate,10,Medium,1727,no,,Railway Station,11.614557,96.85675,3.1,30701,"Sightseeing, Photography",Local Market,Apr-Jun,"Hindi, English",Tourism,Solo,Y,N,yes,No,https://example.com/image.jpg
106,Goa Beaches,Goa,Panaji,Lake,Popular tourist destination,Winter,Summer,05 Days,Luxury,12000,100,200.0,1210,NO,Y,NO,YES,NO,Y,4,2,6,10,,3.0,8,1,Difficult,5,Medium,1817,No,Airport,Railway Station,20.720778,68.731121,3.1,29072,"Sightseeing, Photography",Local Market,January to March,"Hindi, English",Tourism,Luxury Travelers,Y,N,yes,No,https://example.com/image.jpg
107,Jaipur,Rajasthan,Jaipur,Island,Popular tourist destination,Winter,Summer,Five Days,Unknown,12000,100,,1136,no,NO,Yes,yes,YES,NO,5,2,5,4,9.0,,1,1,Moderate,28,Low,765,N,Airport,Railway Station,12.328994,89.581737,2.5,16880,"Sightseeing, Photography",Local Market,Winter,"Hindi, English",Tourism,Luxury Travelers,yes,yes,Yes,Yes,https://example.com/image.jpg
108,Goa Beaches,Goa,Panaji,Desert,Popular tourist destination,Winter,Summer,5,Unknown,5000,30000,200.0,1331,yes,Yes,NO,Y,No,yes,3,7,5,6,6.0,,10,7,NA,21,Low,1071,Y,,Railway Station,17.984651,70.644246,4.1,22181,"Sightseeing, Photography",Local Market,Jan-Mar,"Hindi, English",Tourism,Senior Citizens,N,no,yes,YES,https://example.com/image.jpg
109,Goa Beaches,Goa,Panaji,Nature,Popular tourist destination,Winter,Summer,5,Unknown,5000,30000,500.0,481,Y,Y,YES,yes,no,YES,0,5,5,7,,,10,10,Moderate,15,High,2194,yes,,Railway Station,28.482372,91.490859,2.9,7634,"Sightseeing, Photography",Local Market,Jan-Mar,"Hindi, English",Tourism,Couple,Y,no,Y,N,https://example.com/image.jpg
110,Munnar,Kerala,Munnar,Religious,Popular tourist destination,Winter,Summer,05 Days,Luxury,999999,3000,200.0,1637,yes,no,YES,YES,no,yes,5,8,4,4,,4.0,5,6,NA,26,High,2169,NO,Airport,Railway Station,16.124153,91.898036,3.7,39535,"Sightseeing, Photography",Local Market,Jan-Mar,"Hindi, English",Tourism,Family,Yes,no,yes,yes,https://example.com/image.jpg
111,Mysuru Palace,Karnataka,Mysuru,Palace,Popular tourist destination,Winter,Summer,05 Days,Unknown,12000,1500,,668,YES,Y,yes,N,NO,no,4,5,1,3,9.0,6.0,10,8,Moderate,11,Medium,541,Y,Airport,Railway Station,,68.877606,4.0,42950,"Sightseeing, Photography",Local Market,Jan-Mar,"Hindi, English",Tourism,Backpackers,N,No,NO,No,https://example.com/image.jpg
112,Amritsar,Punjab,Amritsar,Adventure,Popular tourist destination,Winter,Summer,05 Days,Low,5000,1500,200.0,1406,YES,yes,yes,Yes,Yes,no,4,7,2,9,4.0,,1,8,Difficult,18,Low,33,No,Airport,Railway Station,11.666303,77.057461,4.1,34288,"Sightseeing, Photography",Local Market,Apr-Jun,"Hindi, English",Tourism,Luxury Travelers,no,yes,no,yes,https://example.com/image.jpg
113,Jaipur,Rajasthan,Jaipur,Adventure,Popular tourist destination,Winter,Summer,Five Days,Medium,250,1500,1000.0,1694,N,Y,yes,yes,YES,Y,1,3,5,4,5.0,3.0,5,6,Moderate,12,High,2653,Y,Airport,Railway Station,13.313568,,,23187,"Sightseeing, Photography",Local Market,,"Hindi, English",Tourism,Couple,Y,NO,Y,Yes,https://example.com/image.jpg
114,Jaipur,Rajasthan,Jaipur,Palace,Popular tourist destination,Winter,Summer,Five Days,Unknown,250,1500,200.0,1744,Y,Yes,Yes,Y,no,YES,1,8,4,9,,,6,4,Easy,10,High,2108,N,Airport,Railway Station,,68.074237,4.7,45424,"Sightseeing, Photography",Local Market,January to March,"Hindi, English",Tourism,Luxury Travelers,no,No,N,No,https://example.com/image.jpg
115,Ooty,Tamil Nadu,Ooty,Island,Popular tourist destination,Winter,Summer,5,Unknown,999999,100,,270,YES,yes,Y,YES,NO,NO,2,5,10,9,,5.0,3,7,Difficult,33,Low,2461,yes,Airport,Railway Station,17.294487,91.738722,4.5,40080,"Sightseeing, Photography",Local Market,Jan-Mar,"Hindi, English",Tourism,Luxury Travelers,no,NO,no,Y,https://example.com/image.jpg
116,Goa Beaches, Goa ,Panaji,Pilgrimage,Popular tourist destination,Winter,Summer,5 Days,Luxury,5000,100,200.0,1787,N,yes,N,yes,Y,Y,1,2,6,3,,,7,2,Difficult,15,High,2849,No,Airport,Railway Station,26.146283,82.827141,4.0,47401,"Sightseeing, Photography",Local Market,Jan-Mar,"Hindi, English",Tourism,Luxury Travelers,Yes,N,YES,YES,https://example.com/image.jpg
117,Amritsar,Punjab,Amritsar,Fort,Popular tourist destination,Winter,Summer,05 Days,High,5000,3000,1000.0,531,no,YES,YES,NO,YES,N,7,6,8,5,,1.0,9,10,NA,35,Medium,3435,NO,Airport,Railway Station,20.88598,92.096377,,27050,"Sightseeing, Photography",Local Market,Apr-Jun,"Hindi, English",Tourism,Couple,N,N,no,no,https://example.com/image.jpg
118,Munnar,Kerala,Munnar,Hill Station,Popular tourist destination,Winter,Summer,Five Days,Medium,5000,30000,,191,yes,NO,YES,yes,No,Yes,0,7,9,8,,9.0,7,3,Easy,9,High,1681,NO,Airport,Railway Station,12.536538,86.61826,4.6,47890,"Sightseeing, Photography",Local Market,January to March,"Hindi, English",Tourism,Backpackers,Yes,yes,YES,Y,https://example.com/image.jpg
119,Goa Beaches,Goa,Panaji,Waterfall,,Winter,Summer,05 Days,Low,250,3000,1000.0,687,Y,no,yes,NO,yes,yes,4,1,7,10,,,8,1,NA,10,Medium,2710,YES,Airport,Railway Station,20.401567,71.649952,2.9,3868,"Sightseeing, Photography",Local Market,January to March,"Hindi, English",Tourism,Family,No,NO,yes,Y,https://example.com/image.jpg
120,Amritsar,Punjab,Amritsar,Palace,Popular tourist destination,Winter,Summer,Five Days,Unknown,12000,1500,1000.0,1497,YES,No,NO,yes,NO,No,6,10,9,9,,,3,4,NA,13,High,3438,NO,Airport,Railway Station,31.072598,83.297194,2.7,12809,"Sightseeing, Photography",Local Market,January to March,"Hindi, English",Tourism,Solo,Yes,Yes,yes,No,https://example.com/image.jpg
121,Jaipur,Rajasthan,Jaipur,Pilgrimage,Popular tourist destination,Winter,Summer,Five Days,Unknown,12000,100,1000.0,749,YES,Yes,Yes,no,yes,NO,2,2,6,7,,,8,4,Easy,23,Low,1716,No,Airport,Railway Station,31.422341,96.59529,4.4,36073,"Sightseeing, Photography",Local Market,,"Hindi, English",Tourism,Luxury Travelers,No,No,no,Y,https://example.com/image.jpg
122,Manali,Himachal Pradesh,Manali,Island,Popular tourist destination,Winter,Summer,5,Unknown,12000,30000,200.0,273,no,yes,No,YES,No,Y,7,7,9,5,,1.0,3,3,Easy,37,High,123,No,Airport,Railway Station,26.038893,96.450665,3.6,26633,"Sightseeing, Photography",Local Market,Jan-Mar,"Hindi, English",Tourism,Friends,Y,NO,Yes,YES,https://example.com/image.jpg
123,Varanasi Ghats,Uttar Pradesh,Varanasi,Desert,Popular tourist destination,Winter,Summer,05 Days,Luxury,5000,30000,,1971,NO,N,YES,Yes,yes,YES,6,4,10,4,2.0,,4,7,Difficult,18,High,672,NO,Airport,Railway Station,33.259618,94.288314,3.4,30970,"Sightseeing, Photography",Local Market,January to March,"Hindi, English",Tourism,Solo,Y,Yes,No,Yes,https://example.com/image.jpg
124,Jaipur,Rajasthan,Jaipur,Waterfall,Popular tourist destination,Winter,Summer,5,Luxury,999999,1500,1000.0,642,Y,Y,Yes,no,yes,YES,1,3,10,4,,1.0,6,6,Easy,34,Low,3304,Yes,Airport,Railway Station,,81.543476,4.5,8034,"Sightseeing, Photography",Local Market,,"Hindi, English",Tourism,Friends,no,NO,N,Y,https://example.com/image.jpg
125,Jaipur,Rajasthan,Jaipur,Forest,Popular tourist destination,Winter,Summer,5,Low,250,1500,500.0,1946,Y,N,No,Yes,N,N,6,9,3,6,7.0,,6,9,Moderate,35,Medium,2519,Y,Airport,Railway Station,19.253397,77.439155,2.9,45238,"Sightseeing, Photography",Local Market,"Nov, Dec","Hindi, English",Tourism,Solo,Yes,Y,Yes,yes,https://example.com/image.jpg
126,Manali,Himachal Pradesh,Manali,Fort,Popular tourist destination,Winter,Summer,05 Days,Low,12000,1500,,1948,Y,no,N,Yes,YES,no,5,5,3,5,1.0,3.0,8,2,NA,10,Low,1540,N,Airport,Railway Station,21.925553,78.755925,2.5,26967,"Sightseeing, Photography",Local Market,Jan-Mar,"Hindi, English",Tourism,Family,yes,No,yes,NO,https://example.com/image.jpg
127,Goa Beaches,Goa,Panaji,Wildlife,,Winter,Summer,5,Low,999999,1500,,920,YES,Y,Y,Y,NO,YES,3,7,1,8,,2.0,10,5,NA,29,Medium,1753,No,Airport,Railway Station,,80.057229,4.5,49201,"Sightseeing, Photography",Local Market,"Nov, Dec","Hindi, English",Tourism,Solo,No,no,NO,Yes,https://example.com/image.jpg
128,Mysuru Palace,Karnataka,Mysuru,Religious,Popular tourist destination,Winter,Summer,5,High,12000,3000,200.0,452,Y,Y,N,yes,Yes,YES,5,4,5,9,,8.0,2,9,Moderate,33,High,2036,no,Airport,Railway Station,34.705853,93.658679,5.8,47863,"Sightseeing, Photography",Local Market,,"Hindi, English",Tourism,Luxury Travelers,Yes,No,No,YES,https://example.com/image.jpg
